"Date","Zone_ID","Zone_name","Zone_desc","Station_ID","Station_order","Station_name","Station_address","Station_description","Station_latitude","Station_longitude","Station_type","Station_capacity","Station_bikes","Station_places","Station_picture","Station_bikes_state","Station_places_state","Station_closed","Station_cdo"
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",93,0,"Salazar y Herrera","CARRERA 71 - calle 52 -16","Posterior a la I.U. Salazar y Herrera","6.26043075","-75.58616817","automatica",40,1,39,"http://encicla.metropol.gov.co/imgstations/salazar_y_herrera.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",90,1,"Calle 51 Los Colores","CALLE 51 con Cr 78B","Media cuadra debajo de INVIAS ","6.26337958","-75.59509188","automatica",40,3,37,"http://encicla.metropol.gov.co/imgstations/calle_51_los_colores.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",6,1,"Colombia","CARRERA 65 # 50-29","Esquina occidental de la Carrera 65 con Calle 51","6.25649","-75.581024","manual",12,6,0,"http://encicla.metropol.gov.co/imgstations/colombia.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",11,2,"Los Colores","CARRERA 70 # TRANSVERSAL 51A","Al frente de la entrada principal de la Institucin Universitaria Salazar y Herrera","6.260004","-75.585136","automatica",22,5,17,"http://encicla.metropol.gov.co/imgstations/los_colores.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",40,3,"Orquídeas","CALLE 53 # 73-81","Esquina del supermercado Consumo y la unidad Camino de Los Colores","6.262605","-75.58895","automatica",40,2,38,"http://www.encicla.gov.co/wp-content/uploads/orquideas.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",32,4,"San Pedro y San Pablo","CALLE 48 CON CARRERA 77A","Esquina de la calle 48 con carrera 77A, barrio Estadio.","6.258327","-75.594235","automatica",40,5,35,"http://encicla.metropol.gov.co/imgstations/san_pedro_y_san_pablo.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",48,4,"Batallón","CALLE 49B #78A-2","Va paralela a la Calle 50 Av. Colombia,  al costado sur de la zona verde","6.262189","-75.595039","automatica",16,8,8,"http://encicla.metropol.gov.co/imgstations/batallon.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",12,5,"Floresta","CALLE 48 # 79-46","Bajo el viaducto de la estacin Floresta del Metro en el parqueadero de bicicletas","6.258628","-75.597366","manual",20,50,0,"http://encicla.metropol.gov.co/imgstations/los_colores.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",53,6,"Florida Nueva","CALLE 47 # 72-21","Va paralela a la Calle 47D Av. Antonio Roldn y el Parque Florida Nueva","6.252601","-75.590333","automatica",26,9,17,"http://encicla.metropol.gov.co/imgstations/florida_nueva.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",8,7,"Estadio","CALLE 47D # 70-82","Bajo el viaducto de la estacin Estadio del Metro en el parqueadero de bicicletas","6.253349","-75.587692","manual",20,8,0,"http://encicla.metropol.gov.co/imgstations/estadio.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",7,8,"Suramericana","CALLE 47D # 65-92","Bajo el viaducto de la estacin Suramericana del Metro","6.253003","-75.582687","manual",20,70,0,"http://encicla.metropol.gov.co/imgstations/suramericana.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",44,9,"La 65","CARRERA 65 # 44-41","Esquina de la Calle 44 San Juan con Carrera 65 en Homecenter","6.248949","-75.583459","automatica",32,10,22,"http://www.encicla.gov.co/wp-content/uploads/la65.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",20,10,"Parque de Los Mangos","CARRERA 66B # 40-51","Esquina de la Av. Bolivariana con Carrera 65,  costado norte parque de Los Mangos","6.245383","-75.584008","automatica",18,2,16,"http://encicla.metropol.gov.co/imgstations/parque_de_los_mangos.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",39,11,"San Joaquín","CARRERA 66B CON CIRCULAR 2-1","Esquina de la Av. Bolivariana con Circular 2da en el costado sur del parque de Los Mangos","6.243337","-75.58609","automatica",30,5,25,"http://encicla.metropol.gov.co/imgstations/san_joaquin.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",58,12,"Parque San Joaquín","CARRERA 67A CON CIRCULAR 3","Parque de San Joaqun con la Circular 3","6.245576","-75.586801","automatica",30,11,19,"http://encicla.metropol.gov.co/imgstations/parque_de_san_joaquin.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",10,13,"UPB","CARRERA 70 # CIRCULAR 1-50","Sobre la ciclorruta de la Carrera 70 frente a la entrada de la UPB","6.244998","-75.589188","manual",12,0,0,"http://encicla.metropol.gov.co/imgstations/upb.jpg","danger","danger",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",9,14,"San Juan","CALLE 44 # 69-133","Costado norte de la Calle 44 San Juan con Carrera 70","6.249014","-75.588585","automatica",14,3,11,"http://encicla.metropol.gov.co/imgstations/san_juan.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",46,15,"María Mulata","CALLE 44A # 75-34","Parque monumento a La Virgen en la Cll 44A con Cra 75,  va paralela a la Cll San Juan","6.250549","-75.594719","automatica",24,16,8,"http://encicla.metropol.gov.co/imgstations/maria_mulata.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",22,16,"Primer Parque de Laureles","CARRERA 39D # 73-95","Costado norte del 1er Parque de Laureles,  al borde de la ciclorruta","6.24597","-75.593812","automatica",32,8,24,"http://encicla.metropol.gov.co/imgstations/primer_parque_de_laureles.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",49,18,"Pedro Nel Gómez","CARRERA 76 # 39B-13","Av. Nutibara en las esquina de las instalaciones de UNE","6.246906","-75.596625","automatica",26,3,23,"http://encicla.metropol.gov.co/imgstations/pedro_nel_gomez.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",38,19,"Segundo Parque de Laureles","Carrera 75 # 38-10","Costado oriental del 2do Parque de Laureles con Av. Jardn","6.245062","-75.597297","manual",30,16,0,"http://encicla.metropol.gov.co/imgstations/segundo_parque_de_laureles.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",51,20,"Cacique Candela","CIRCULAR 73B # 39-4","Esquina edificio Torre Molinos sobre la Cirq. 73b entre la Av. Nutibara y la Transv. 39","6.243788","-75.595409","automatica",20,1,19,"http://www.encicla.gov.co/wp-content/uploads/cacique-candela.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",42,21,"Santa Teresita","CARRERA 76 # 34A-32","Portada de la parroquia de Santa Teresita del Nio Jess sobre la Carrera 76","6.242021","-75.596746","automatica",32,11,21,"http://encicla.metropol.gov.co/imgstations/santa_teresita.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","4","Zona 4 - Centro occidental","Comuna 11 Laureles - Estadio",47,22,"Circular Primera","TRANSVERSAL 39B # CIRCULAR 1-2 ","Portera de la Circular 1era con Av. Nuribara de la UPB al frente del peridico El Tiempo","6.241859","-75.591929","automatica",24,17,7,"http://encicla.metropol.gov.co/imgstations/circular_primera.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","5","Zona 5 - Suroriental","Comuna 14 Poblado",56,0,"Industriales Metro","CARRERA 48 # 27-86","Plazoleta del Centro Comercial Punto Clave sobre la ciclorruta de la Av. Las Vegas","6.23055","-75.574373","automatica",38,4,34,"http://encicla.metropol.gov.co/imgstations/industriales_metro.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","5","Zona 5 - Suroriental","Comuna 14 Poblado",59,1,"Río Aburrá","CARRERA 48 # 27-4","Al frente del edificio de Bancolombia sobre la ciclorruta de la Av. Las Vegas ","6.22851","-75.574658","automatica",26,1,25,"http://encicla.metropol.gov.co/imgstations/rio_aburra.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","5","Zona 5 - Suroriental","Comuna 14 Poblado",91,1,"Telemedellín","CARRERA 43f - Cll 18","Ingreso Canal parque Telemedelln","6.22006","-75.5714","automatica",20,5,15,"http://encicla.metropol.gov.co/imgstations/telemedellin.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","5","Zona 5 - Suroriental","Comuna 14 Poblado",94,1,"Calle 19A Villa Carlota","CALLE 19A con Cr 43f","Diagonal al ingreso Grupo Orbis - Pintuco","6.222081","-75.571117","automatica",20,7,13,"http://encicla.metropol.gov.co/imgstations/calle_19_a_villa_carlota.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","5","Zona 5 - Suroriental","Comuna 14 Poblado",54,2,"Primavera","Calle 24 con Carrera 43F","Barrio Colombia sobre la Cll. 24 con Cra. 43F","6.2253","-75.572449","manual",40,0,0,"http://encicla.metropol.gov.co/imgstations/primavera.jpg","danger","danger",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","5","Zona 5 - Suroriental","Comuna 14 Poblado",64,3,"MAMM","CARRERA 48 # 19A-108","Ciudad del Rio en la Plaza Talleres Robledo sobre la ciclorruta de la Av. Las Vegas","6.22378","-75.574966","automatica",38,6,32,"http://encicla.metropol.gov.co/imgstations/mamm.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","5","Zona 5 - Suroriental","Comuna 14 Poblado",61,4,"Ciudad del Río","CALLE 19A - CARRERA 43G","Parque lineal de Ciudad del Rio sobre la Carrera 43G","6.222324","-75.572961","automatica",18,4,14,"0","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","5","Zona 5 - Suroriental","Comuna 14 Poblado",60,5,"Villa Carlota","CARRERA 48 # 18-100","Esquina sur del complejo residencial Ciudad del Rio y Holasa sobre la ciclorruta de la Av. Las Vegas","6.220012","-75.575431","automatica",26,1,25,"http://encicla.metropol.gov.co/imgstations/villa_carlota.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",66,0,"Industriales Metroplús","CARRERA 52 # 29B-138","Costado occidental de la Estacin Industriales de Metropls","6.231406","-75.577222","manual",20,8,0,"http://encicla.metropol.gov.co/imgstations/industriales_metroplus.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",92,0,"Parques del río","CALLE 42C - Cr 63B","Costado noroccidental de Parques del ro ","6.245546","-75.580543","automatica",48,6,42,"http://encicla.metropol.gov.co/imgstations/parques_del_rio.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",98,1,"Picacha la 76","CARRERA  76 con La Picacha","Costado occidental del puente. La Picacha.","6.23525042","-75.59647322","automatica",18,0,18,"http://encicla.metropol.gov.co/imgstations/picacha_la_76.jpg","danger","danger",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",99,1,"Unicentro","CALLE 34 entre Cr 65D y Cr 66A","Frente al Banco de Occidente","6.23988984","-75.58665901","automatica",19,1,18,"http://encicla.metropol.gov.co/imgstations/unicentro.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",100,1,"Bulerias","DIAGONAL 74B con Cll 32F","Bajo el puente de la Av. Bolivariana","6.23857801","-75.59041411","automatica",20,0,20,"http://encicla.metropol.gov.co/imgstations/bulerias.jpg","danger","danger",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",101,1,"Cafetero","CALLE  32F entre Cr 66B y Cr 65F","Diagonal al ingreso del xito sper","6.23858334","-75.58617622","automatica",20,5,15,"http://encicla.metropol.gov.co/imgstations/cafetero.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",57,2,"Nutibara","CARRERA 65 # 30-1","Costado Occidental de la estacin Nutibara de Metropls sobre la Carrera 65 con Calle 30","6.231811","-75.582953","automatica",36,7,29,"http://encicla.metropol.gov.co/imgstations/nutibara.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",21,3,"La 33","CARRERA 65 # 32F-12","Costado sur bajo el puente de la Carrera 65 con sobre la Calle 33","6.239151","-75.583073","manual",21,5,0,"http://encicla.metropol.gov.co/imgstations/la_33.jpg","warning","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",45,4,"Unidad Deportiva de Belén","CALLE 30A # 66B-18","Portera de la Circular 1era con Av. Nutibara de la UPB al frente del peridico El Tiempo","6.232526","-75.587564","automatica",20,0,20,"http://encicla.metropol.gov.co/imgstations/unidad_deportiva_belen.jpg","danger","danger",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",23,5,"Rosales","CARRERA 70 # 29-73","Esquina de la Cll. 30 con Cra. 70, diagonal a la estacin Rosales de Metropls","6.231326","-75.591538","manual",9,0,0,"http://encicla.metropol.gov.co/imgstations/rosales.jpg","danger","danger",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",65,6,"Juan Pablo II","CARRERA 70 # 16-18","Costado norte de la plazoleta del Aeroparque Juan Pablo II sobre la Av. 70","6.222392","-75.592235","automatica",26,6,20,"http://encicla.metropol.gov.co/imgstations/juan_pablo_II.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","6","Zona 6 - Suroccidental","Comuna 15 Guayabal, Comuna 16 - Belén",24,7,"Maria Luisa Calle","CARRERA 70 # 3-138","Entrada principal de la Unidad Deportiva Maria Luisa Calle ","6.21553","-75.593096","manual",27,19,0,"http://encicla.metropol.gov.co/imgstations/maria_luisa_calle.jpg","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",103,0,"Auxiliar Metro Envigado","Cll 39 SUR -Cr 49","Cabezote sur estacin Envigado del Metro, costado oriental.","6.17328099","-75.59658587","automatica",36,13,23,"0","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",104,1,"Metro Envigado Sur","Cr 49 - Cll 39 SUR","Cabezote sur estacin Envigado del Metro, costado oriental.","6.17352632","-75.59709817","automatica",24,12,12,"0","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",105,1,"Metro Envigado Norte","Cr 49 - Cll 37 SUR","Cabezote norte estacin Envigado del metro, costado oriental.","6.17427832","-75.59579462","automatica",40,8,32,"0","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",106,1,"Puente fundadores","Cr 48 - Cll 38 SUR","Esquina sur oriental","6.17264099","-75.59282809","automatica",56,21,35,"0","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",107,1,"La Ultima Estación","Cr 47B - Cll 39A SUR","Va de servicio paralela a Las Vegas cerca a cll 39a sur ciclorruta","6.17122766","-75.59411019","automatica",52,16,36,"0","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",108,1,"Pista de patinaje","Cll 40 SUR - Cr 47","Acceso posterior a pista de patinaje Club PAEN","6.16955299","-75.59478611","automatica",40,9,31,"0","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",109,1,"Villas de vallejuelos","Cll 40 SUR - Cr 45","Portera urbanizacin Villas del Vallejuelo","6.16856099","-75.5928871","automatica",36,15,21,"0","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",110,1,"Iglesia Alcalá","Cll 39A SUR - Cr 46A","Contigua a la cilorruta y a la iglesia Santa Cruz de Alcal","6.16997966","-75.59330016","automatica",48,18,30,"0","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",111,1,"Los urapanes","Cr 46A - Cll 37 SUR","Costado occidental Parque los Urapanes","6.17315299","-75.59117854","automatica",36,6,30,"0","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",112,1,"Parque Débora Arango","Cll 38 SUR - Cr 46","Costado sur occidental del Parque Dbora Arango","6.17167033","-75.59106052","automatica",44,18,26,"0","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",113,1,"Porton de Alcalá","Cll 39A SUR - Cr 43A","Contiguo a urbanizacin Portn de Alcal","6.16866232","-75.5908674","automatica",20,18,2,"0","0","warning",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",114,1,"El MUA","Cr 44 - Cll 38 SUR","Diagonal a la I.E. Manuel Uribe ngel","6.17058766","-75.58939487","automatica",40,0,40,"0","danger","danger",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",115,1,"Viva envigado","Cll 32B SUR - Cr 48","Esquina nororiental del C.C. Viva Envigado","6.17715296","-75.59021294","automatica",56,24,32,"0","0","0",0,0
"2020-06-05T18:44:40-05:00[America/Bogota]","8","Zona 7","",116,1,"Guanteros","Cr 43 - 38A SUR","Al frente de Personera de Envigado","6.16911566","-75.58842927","automatica",44,19,25,"0","0","0",0,0
